Type,Rooms,Repair Subject,Subject Details,Issue,Priority
ApartmentUnit,Bedroom,Electrical,Outlet,Sparks,EMERGENCY
ApartmentUnit,Bedroom,Electrical,Smoke Detector,Chirps,STANDARD
ApartmentUnit,Bedroom,Electrical,Smoke Detector,False alarms,STANDARD
ApartmentUnit,Bedroom,Electrical,Smoke Detector,Loose from wall / Ceiling,STANDARD
ApartmentUnit,Bedroom,Electrical,Smoke Detector,Not In List,STANDARD
ApartmentUnit,Bedroom,Electrical,Smoke Detector,Replace battery,STANDARD
ApartmentUnit,Bedroom,Electrical,Smoke Detector,Will not work,STANDARD
ApartmentUnit,Bedroom,Flooring,Apartment Carpet,Carpet bar repair,STANDARD
ApartmentUnit,Bedroom,Flooring,Apartment Carpet,Clean carpet,STANDARD
ApartmentUnit,Bedroom,Flooring,Apartment Carpet,Not In List,STANDARD
ApartmentUnit,Bedroom,Flooring,Apartment Carpet,Repair carpet,STANDARD
ApartmentUnit,Bedroom,Flooring,Apartment Carpet,Replace carpet,STANDARD
ApartmentUnit,Bedroom,Flooring,Apartment Carpet,Stretch carpet,STANDARD
ApartmentUnit,Bedroom,Flooring,Apartment Carpet,Wet Vac,EMERGENCY
ApartmentUnit,Bedroom,Flooring,Ceramic Tile,Broken tile,STANDARD
ApartmentUnit,Bedroom,Flooring,Ceramic Tile,Grout repair,STANDARD
ApartmentUnit,Bedroom,Flooring,Ceramic Tile,Loose tile,STANDARD
ApartmentUnit,Bedroom,Flooring,Ceramic Tile,Not In List,STANDARD
ApartmentUnit,Bedroom,Flooring,Floor General,Leak,EMERGENCY
ApartmentUnit,Bedroom,Flooring,Floor General,Not In List,STANDARD
ApartmentUnit,Bedroom,Flooring,Hardwood,Loose boards,STANDARD
ApartmentUnit,Bedroom,Flooring,Hardwood,Not In List,STANDARD
ApartmentUnit,Bedroom,Flooring,Hardwood,Warped,STANDARD
ApartmentUnit,Bedroom,Flooring,Vinyl / Tile,Needs caulk,STANDARD
ApartmentUnit,Bedroom,Flooring,Vinyl / Tile,Not In List,STANDARD
ApartmentUnit,Bedroom,Flooring,Vinyl / Tile,Tile loose,STANDARD
ApartmentUnit,Bedroom,Glass Door / Window,Window,Broken glass,EMERGENCY
ApartmentUnit,Bedroom,Glass Door / Window,Window,Fogged,STANDARD
ApartmentUnit,Bedroom,Glass Door / Window,Window,Lock,EMERGENCY
ApartmentUnit,Bedroom,Glass Door / Window,Window,Not In List,STANDARD
ApartmentUnit,Bedroom,Glass Door / Window,Window,Will not close,EMERGENCY
ApartmentUnit,Bedroom,Glass Door / Window,Window,Will not slide / open,STANDARD
ApartmentUnit,Bedroom,Janitorial,Clean,Not In List,STANDARD
ApartmentUnit,Bedroom,Janitorial,Deodorize,Not In List,STANDARD
ApartmentUnit,Bedroom,Pest Control,Insects,Ants,STANDARD
ApartmentUnit,Bedroom,Pest Control,Insects,Bees,STANDARD
ApartmentUnit,Bedroom,Pest Control,Insects,Fleas,STANDARD
ApartmentUnit,Bedroom,Pest Control,Insects,Not In List,STANDARD
ApartmentUnit,Bedroom,Pest Control,Insects,Roaches,STANDARD
ApartmentUnit,Bedroom,Pest Control,Insects,Scorpions,STANDARD
ApartmentUnit,Bedroom,Pest Control,Insects,Silverfish,STANDARD
ApartmentUnit,Bedroom,Pest Control,Insects,Spiders,STANDARD
ApartmentUnit,Bedroom,Pest Control,Pests,Birds,STANDARD
ApartmentUnit,Bedroom,Pest Control,Pests,Mice,STANDARD
ApartmentUnit,Bedroom,Pest Control,Pests,Not In List,STANDARD
ApartmentUnit,Bedroom,Pest Control,Pests,Rats,STANDARD
ApartmentUnit,Bedroom,Plumbing,Fire Sprinkler Head,Beauty ring repair,STANDARD
ApartmentUnit,Bedroom,Plumbing,Fire Sprinkler Head,Head leaks,EMERGENCY
ApartmentUnit,Bedroom,Plumbing,Fire Sprinkler Head,Not In List,STANDARD
ApartmentUnit,Bedroom,Plumbing,Fire Sprinkler Head,Paint on head,STANDARD
ApartmentUnit,Bedroom,TV / Phone / Alarm / Internet,Alarm,Control panel repair,EMERGENCY
ApartmentUnit,Bedroom,TV / Phone / Alarm / Internet,Alarm,Not In List,STANDARD
ApartmentUnit,Bedroom,TV / Phone / Alarm / Internet,Internet,Cover plate missing,STANDARD
ApartmentUnit,Bedroom,TV / Phone / Alarm / Internet,Internet,Jack or wire repair,STANDARD
ApartmentUnit,Bedroom,TV / Phone / Alarm / Internet,Internet,Not In List,STANDARD
ApartmentUnit,Bedroom,TV / Phone / Alarm / Internet,Phone,Cover plate missing,STANDARD
ApartmentUnit,Bedroom,TV / Phone / Alarm / Internet,Phone,Jack repair,STANDARD
ApartmentUnit,Bedroom,TV / Phone / Alarm / Internet,Phone,Not In List,STANDARD
ApartmentUnit,Bedroom,TV / Phone / Alarm / Internet,Phone,Poor reception,STANDARD
ApartmentUnit,Bedroom,TV / Phone / Alarm / Internet,TV / Cable,No service,STANDARD
ApartmentUnit,Bedroom,TV / Phone / Alarm / Internet,TV / Cable,Not In List,STANDARD
ApartmentUnit,Bedroom,TV / Phone / Alarm / Internet,TV / Cable,Poor reception,STANDARD
ApartmentUnit,Bedroom,TV / Phone / Alarm / Internet,TV / Cable,Wall plate repair,STANDARD
ApartmentUnit,Bedroom,Walls / Ceiling,Ceiling,Leak,EMERGENCY
ApartmentUnit,Bedroom,Walls / Ceiling,Ceiling,Leaks from apartment above,EMERGENCY
ApartmentUnit,Bedroom,Walls / Ceiling,Ceiling,Leaks when it rains,EMERGENCY
ApartmentUnit,Bedroom,Walls / Ceiling,Ceiling,Not In List,STANDARD
ApartmentUnit,Bedroom,Walls / Ceiling,Ceiling,Paint,STANDARD
ApartmentUnit,Bedroom,Walls / Ceiling,Ceiling,Roof leak,EMERGENCY
ApartmentUnit,Bedroom,Walls / Ceiling,Ceiling,Sheetrock repair,STANDARD
ApartmentUnit,Bedroom,Walls / Ceiling,Ceiling,Stress crack repair,STANDARD
ApartmentUnit,Bedroom,Walls / Ceiling,Walls,Leak,EMERGENCY
ApartmentUnit,Bedroom,Walls / Ceiling,Walls,Leaks from apartment above,EMERGENCY
ApartmentUnit,Bedroom,Walls / Ceiling,Walls,Leaks when it rains,EMERGENCY
ApartmentUnit,Bedroom,Walls / Ceiling,Walls,Not In List,STANDARD
ApartmentUnit,Bedroom,Walls / Ceiling,Walls,Paint,STANDARD
ApartmentUnit,Bedroom,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
ApartmentUnit,Bedroom,Walls / Ceiling,Walls,Stress crack repair,STANDARD
ApartmentUnit,Bedroom - Master ,Air Conditioning / Heat,Adjust Vent,,STANDARD
ApartmentUnit,Bedroom - Master ,Air Conditioning / Heat,Air Conditioning,Area of apartment does not cool,STANDARD
ApartmentUnit,Bedroom - Master ,Air Conditioning / Heat,Air Conditioning,Blowing cool air,STANDARD
ApartmentUnit,Bedroom - Master ,Air Conditioning / Heat,Air Conditioning,Does not cool fan not running,STANDARD
